iter	Logloss
599	0.1405488899
600	0.1405254222
601	0.140515776
602	0.1405029792
603	0.1404992932
604	0.1404942488
605	0.1404708348
606	0.1404703555
607	0.1404642916
608	0.1404592318
609	0.140457695
610	0.1404546389
611	0.140360541
612	0.1403512698
613	0.1403078608
614	0.1403043037
615	0.140248428
616	0.1402320916
617	0.1402073893
618	0.1401838914
619	0.140168364
620	0.1401612312
621	0.1401596229
622	0.1401333718
623	0.1401311663
624	0.1401287501
625	0.1401115386
626	0.140074276
627	0.1400674009
628	0.1400523553
629	0.1400523538
630	0.1400284146
631	0.1400235081
632	0.1399747235
633	0.1399680854
634	0.1399245883
635	0.1399086163
636	0.1399064432
637	0.1398515198
638	0.1398077818
639	0.1397369498
640	0.1397369468
641	0.1397166382
642	0.1397155087
643	0.1397009647
644	0.1396369697
645	0.1396228788
646	0.1396207057
647	0.1396185455
648	0.1396064813
649	0.1395670636
650	0.1395448102
651	0.1395094051
652	0.1393902363
653	0.1393356772
654	0.1393329699
655	0.1392741443
656	0.1392617133
657	0.1392599682
658	0.1392291954
659	0.1392158528
660	0.139179434
661	0.1391780727
662	0.1391747799
663	0.1391580115
664	0.1391573326
665	0.139138619
666	0.1391365886
667	0.1390421701
668	0.1390412824
669	0.1390387393
670	0.1389088267
671	0.1388827714
672	0.1388184598
673	0.1387825187
674	0.1387751867
675	0.1387722468
676	0.1387555773
677	0.1387540908
678	0.1387406327
679	0.1387385727
680	0.1387142763
681	0.1387086693
682	0.1386967355
683	0.1386737347
684	0.1386710331
685	0.1385996573
686	0.1385987574
687	0.1384509413
688	0.1384466164
689	0.1384400637
690	0.1384374637
691	0.1383842384
692	0.1383820725
693	0.1383559373
694	0.138353948
695	0.1383069007
696	0.1382875654
697	0.1382135768
698	0.1382112472
699	0.1382093487
700	0.1381961159
701	0.1381467706
702	0.1381458297
703	0.1381328207
704	0.1381123713
705	0.138060637
706	0.1380478008
707	0.1380379008
708	0.1380370461
709	0.1380357268
710	0.1380331496
711	0.1379421755
712	0.1379328496
713	0.1379295129
714	0.1379152213
715	0.1379145235
716	0.1379121324
717	0.1379045044
718	0.1379029129
719	0.137902392
720	0.1378879157
721	0.1378859169
722	0.1378841771
723	0.1378747419
724	0.1378726396
725	0.1378673216
726	0.1378620328
727	0.1378552137
728	0.13783703
729	0.1378190256
730	0.1377727493
731	0.13774127
732	0.137739181
733	0.1377324857
734	0.1377278851
735	0.1377227225
736	0.1377011821
737	0.1376528735
738	0.1376407241
739	0.1376347412
740	0.1375945171
741	0.1375817692
742	0.1375806888
743	0.1375274259
744	0.1375267313
745	0.1375249037
746	0.1375196953
747	0.1375176817
748	0.1374980354
749	0.1374966632
750	0.13748004
751	0.1374731461
752	0.1374714437
753	0.1374707074
754	0.1374361175
755	0.1374344962
756	0.1373958709
757	0.137392311
758	0.1373475099
759	0.1373001032
760	0.1372945536
761	0.1372887173
762	0.1372882724
763	0.1372868474
764	0.1372854131
765	0.1372523599
766	0.1372291963
767	0.1371951485
768	0.1371909873
769	0.1371856542
770	0.1371483668
771	0.1371440359
772	0.1371431693
773	0.137131471
774	0.1371167474
775	0.1370869519
776	0.1370759504
777	0.1370654496
778	0.1370356988
779	0.1370221133
780	0.1370152709
781	0.1370138714
782	0.1370042825
783	0.1369999854
784	0.1369929273
785	0.1369875654
786	0.1369824529
787	0.1369766162
788	0.1369742189
789	0.1369738991
790	0.1369252975
791	0.1369030031
792	0.1369020622
793	0.1368979496
794	0.1368912767
795	0.1368806788
796	0.1368760105
797	0.1368726962
798	0.1368601531
799	0.136811992
800	0.1368094832
801	0.1368083411
802	0.1368065049
803	0.1367981681
804	0.1367964912
805	0.1367943156
806	0.1367439298
807	0.1367079062
808	0.1367010356
809	0.1366768778
810	0.1366674372
811	0.1366358577
812	0.1366220959
813	0.1365936325
814	0.1364506469
815	0.1364069183
816	0.1363985497
817	0.1363899598
818	0.1363387896
819	0.1363372498
820	0.1362616859
821	0.1362470205
822	0.1362095362
823	0.1362018812
824	0.1361987466
825	0.1361799262
826	0.1361726262
827	0.1361423221
828	0.1361400057
829	0.1361387311
830	0.1361351606
831	0.1361249052
832	0.1361136007
833	0.1361031494
834	0.1360862624
835	0.1360197069
836	0.1360186717
837	0.1359819848
838	0.1359740784
839	0.1359658026
840	0.1359591991
841	0.1359582354
842	0.1359558812
843	0.1359555306
844	0.1359458838
845	0.135929638
846	0.1359213774
847	0.1358706187
848	0.1358309182
849	0.1357977461
850	0.1357957584
851	0.1357941223
852	0.1357422529
853	0.1356460525
854	0.1355965623
855	0.1355508288
856	0.1355474542
857	0.135543771
858	0.1354833046
859	0.1354755248
860	0.1354586218
861	0.1354094034
862	0.135395362
863	0.1353720994
864	0.1353583912
865	0.1353563917
866	0.1353555349
867	0.135353781
868	0.1353474211
869	0.1353455297
870	0.1353395376
871	0.1353356461
872	0.1353304946
873	0.1353300643
874	0.1353191842
875	0.13530316
876	0.1353014025
877	0.1352959113
878	0.1352877611
879	0.1352620273
880	0.1352428087
881	0.1352425707
882	0.1352325147
883	0.1352214794
884	0.1352140594
885	0.1351631942
886	0.1351592288
887	0.1351566663
888	0.1351529664
889	0.1351451654
890	0.1351341701
891	0.1350275416
892	0.1350250951
893	0.1350202183
894	0.135011394
895	0.1349785008
896	0.1349764607
897	0.1349528526
898	0.1349052499
899	0.134903347
900	0.134883332
901	0.1348765979
902	0.1348575796
903	0.1348574501
904	0.1348189501
905	0.134808627
906	0.1347938428
907	0.1347525017
908	0.1347270192
909	0.1347233018
910	0.1347228209
911	0.1346577057
912	0.1345952863
913	0.1345889845
914	0.1345690527
915	0.1345590516
916	0.1345586587
917	0.1345557258
918	0.134457728
919	0.1344553658
920	0.1344361465
921	0.1344336795
922	0.1344319327
923	0.134428494
924	0.1344240406
925	0.1344198536
926	0.1344031854
927	0.1343861277
928	0.1343582715
929	0.1343564703
930	0.1343388139
931	0.1343370843
932	0.1343156708
933	0.1342767121
934	0.1342678484
935	0.1342632044
936	0.1341826595
937	0.1341796529
938	0.1341726967
939	0.1341501708
940	0.1341323841
941	0.1341223087
942	0.1341208373
943	0.1341185476
944	0.1340523359
945	0.1340497749
946	0.134045059
947	0.1340230059
948	0.1340206193
949	0.1339845226
950	0.133981176
951	0.1339797547
952	0.1339790152
953	0.1339750492
954	0.1339500797
955	0.1339474231
956	0.1339456229
957	0.1339455329
958	0.1339297187
959	0.1339210559
960	0.1338576137
961	0.1338480553
962	0.1338405221
963	0.1338201965
964	0.1338199924
965	0.1338194364
966	0.1338182117
967	0.1338175301
968	0.1338147082
969	0.133776879
970	0.1337740379
971	0.1337707636
972	0.1337368416
973	0.1337354535
974	0.1337352489
975	0.133722967
976	0.1337208902
977	0.1337156145
978	0.1336309827
979	0.1335761613
980	0.1335553516
981	0.1335549973
982	0.1335295061
983	0.1335212138
984	0.1335163091
985	0.1335135325
986	0.1335105462
987	0.1333626138
988	0.1333415804
989	0.1333000604
990	0.1332785445
991	0.1332109523
992	0.1332085503
993	0.1331839216
994	0.133180395
995	0.133163803
996	0.1331574119
997	0.1331058641
998	0.1331048407
999	0.1330918577
